state,district,cluster,cluster_label,mgnrega_gap_pct,health_insurance_gap_pct,combined_gap_score
delhi,south east,2,Moderate-gap Mixed,11.038350670510088,75.5,43.26917533525504
delhi,south west,2,Moderate-gap Mixed,11.038350670510088,62.3,36.66917533525504
delhi,west,2,Moderate-gap Mixed,11.038350670510088,79.0,45.01917533525504
goa,north goa,2,Moderate-gap Mixed,4.23228346456693,35.2,19.716141732283468
goa,south goa,2,Moderate-gap Mixed,0.4120879120879121,32.3,16.356043956043955
gujarat,ahmadabad,2,Moderate-gap Mixed,7.15364288410721,63.8,35.476821442053605
gujarat,amreli,2,Moderate-gap Mixed,12.661355073806435,52.3,32.480677536903215
gujarat,anand,2,Moderate-gap Mixed,26.346362114797678,63.8,45.07318105739884
gujarat,aravali,2,Moderate-gap Mixed,10.430810227777425,56.1,33.26540511388871
gujarat,banas kantha,0,High-gap Rural Low-literacy,14.275226750657163,59.0,36.637613375328584
gujarat,bharuch,2,Moderate-gap Mixed,17.739198538049862,62.6,40.16959926902493
gujarat,bhavnagar,2,Moderate-gap Mixed,19.264802993616552,67.8,43.532401496808276
gujarat,botad,2,Moderate-gap Mixed,14.52821670428894,62.0,38.26410835214447
gujarat,chhota udaipur,0,High-gap Rural Low-literacy,10.430810227777425,60.0,35.215405113888714
gujarat,devbhumi dwarka,2,Moderate-gap Mixed,8.664949738306873,66.5,37.58247486915344
gujarat,dohad,0,High-gap Rural Low-literacy,13.813920941783406,59.7,36.756960470891705
gujarat,gandhinagar,2,Moderate-gap Mixed,11.629569123953441,70.3,40.96478456197672
gujarat,gir somnath,2,Moderate-gap Mixed,14.80817002484131,53.4,34.104085012420654
gujarat,jamnagar,2,Moderate-gap Mixed,8.664949738306877,61.4,35.03247486915344
gujarat,junagadh,2,Moderate-gap Mixed,14.80817002484129,52.7,33.754085012420646
gujarat,kachchh,2,Moderate-gap Mixed,14.572549774899487,65.7,40.136274887449744
gujarat,kheda,2,Moderate-gap Mixed,11.291060481288309,67.8,39.545530240644155
gujarat,mahesana,2,Moderate-gap Mixed,8.07514186941491,59.3,33.68757093470745
gujarat,mahisagar,2,Moderate-gap Mixed,9.186449201179634,54.0,31.593224600589817
gujarat,morbi,2,Moderate-gap Mixed,21.171055995908976,65.6,43.38552799795448
gujarat,narmada,3,Moderate-gap Mixed,6.928383612768243,48.9,27.91419180638412
gujarat,navsari,2,Moderate-gap Mixed,10.906862745098039,58.0,34.45343137254902
gujarat,panch mahals,0,High-gap Rural Low-literacy,9.087673508126729,66.0,37.54383675406336
gujarat,patan,1,Moderate-gap Rural,9.898948236749845,49.8,29.84947411837492
gujarat,porbandar,2,Moderate-gap Mixed,16.060874704491727,57.9,36.980437352245865
gujarat,rajkot,2,Moderate-gap Mixed,14.425010052271814,54.9,34.662505026135904
gujarat,sabar kantha,1,Moderate-gap Rural,16.931648321782838,50.7,33.815824160891424
gujarat,surat,2,Moderate-gap Mixed,2.98582995951417,68.4,35.69291497975709
gujarat,surendranagar,2,Moderate-gap Mixed,9.259182916271591,49.6,29.429591458135796
gujarat,tapi,3,Moderate-gap Mixed,15.649592289078226,57.7,36.674796144539116
gujarat,the dangs,3,Moderate-gap Mixed,10.430810227777425,55.7,33.065405113888716
gujarat,vadodara,2,Moderate-gap Mixed,27.646977832851427,58.3,42.97348891642571
gujarat,valsad,2,Moderate-gap Mixed,11.4639533620596,59.4,35.4319766810298
